index,class,guid,solidMass,centreOfMassX,centreOfMassY,centreOfMassZ,surfaceArea,maxFaceMass,maxFaceCentreOfMassX,maxFaceCentreOfMassY,maxFaceCentreOfMassZ,maxFaceAxisLocationX,maxFaceAxisLocationY,maxFaceAxisLocationZ,maxFaceAxisDirectX,maxFaceAxisDirectY,maxFaceAxisDirectZ,maxFacePerimeter,maxFaceMaxEdgeCentreX,maxFaceMaxEdgeCentreY,maxFaceMaxEdgeCentreZ,maxFaceMinEdgeCentreX,maxFaceMinEdgeCentreY,maxFaceMinEdgeCentreZ,maxFaceEdgeLengthAverage,maxFaceEdgeLengthVariance,minFaceMass,minFaceCentreOfMassX,minFaceCentreOfMassY,minFaceCentreOfMassZ,minFaceAxisLocationX,minFaceAxisLocationY,minFaceAxisLocationZ,minFaceAxisDirectX,minFaceAxisDirectY,minFaceAxisDirectZ,minFacePerimeter,minFaceMaxEdgeCentreX,minFaceMaxEdgeCentreY,minFaceMaxEdgeCentreZ,minFaceMinEdgeCentreX,minFaceMinEdgeCentreY,minFaceMinEdgeCentreZ,minFaceEdgeLengthAverage,minFaceEdgeLengthVariance,faceMassAverage,faceMassVariance,edgeCount,edgeLenSum,assembly_no
606,HGP,5b8c7ab1-0000-3298-3135-333539333737,1387303.561,439747.5,-14898.66833,12.53494768,248392.5451,55654.85877,439747.5,-14834.84396,12.00055328,439747.5,-14834.84396,12.00055328,1.10E-13,1.40E-06,1,1169.375737,439747.5,-14775.00002,12.00046973,439980,-14834.84396,12.00055328,292.3439342,29810.11707,2983.448518,439980,-14898.66833,12.53494768,439980,-14898.64243,12.77876002,1,1.45E-16,-2.03E-22,521.3454797,439980,-14898.68005,12.42477983,439980,-14898.68005,12.42477983,65.16818496,2973.709545,24839.25451,633811340.9,24,4762.690959,C3-JD-24
607,HGP,5b8c7ab1-0000-329b-3135-333539333737,1112000,439766.2122,-14845.97051,532.0917449,244171.3708,111200,439770.9119,-14846.14258,530.3937125,439770.9119,-14846.14258,530.3937125,0.93993777,-0.034415615,-0.33960647,2177.137085,439770.9119,-14790.42794,524.7476077,439938.1713,-14753.94085,983.978446,272.1421356,158034.658,282.8427126,439933.4717,-14753.76877,985.6764784,439933.4717,-14753.76877,985.6764784,0.241367965,0.770514443,0.589956776,76.5685425,439930.0582,-14744.7674,975.3167636,439930.0582,-14744.7674,975.3167636,19.14213563,83.57864373,24417.13708,1895459096,24,4434.27417,C3-JD-24
608,HGP,5b8c7ab1-0000-329e-3135-333539333737,174929.5005,439816.5658,-14852.2965,158.4922947,42993.51888,17492.95005,439816.5658,-14852.80062,153.517773,439816.5659,-14864.3305,154.6862096,-7.07E-17,-0.100823444,-0.994904334,800.761878,439816.5658,-14828.29997,151.034881,439982.3791,-14870.1553,155.2764934,44.486771,11176.81438,33.58931651,439987.0698,-14864.98438,159.7780825,439987.0698,-14864.98438,159.7780825,0.532032741,-0.84240916,0.085369608,26.71786331,439987.0698,-14864.48027,164.7526042,439987.0698,-14864.48027,164.7526042,6.679465827,11.02594719,2149.675944,27163253.33,54,1781.523756,C3-JD-24
609,HGP,5b8c7ab1-0000-32a1-3135-333539333737,174929.5005,439816.5658,-14914.72449,164.8187319,42993.51888,17492.95005,439816.5658,-14914.22037,169.7932536,439816.5659,-14902.69049,168.6248187,-7.07E-17,0.1008233,0.994904348,800.7618779,439816.5658,-14938.72102,172.2761421,439987.0698,-14901.53249,168.5074676,44.486771,11176.81438,33.58931648,439987.0698,-14902.0366,163.5329459,439987.0698,-14902.0366,163.5329459,0.532032741,0.842409172,-0.085369486,26.7178633,439987.0698,-14902.54072,158.5584241,439987.0698,-14902.54072,158.5584241,6.679465824,11.02594721,2149.675944,27163253.33,54,1781.523756,C3-JD-24
610,HGP,5b8c7ab1-0000-32a4-3135-333539333737,1387303.561,440252.5,-14898.66833,12.53494767,248392.5451,55654.85877,440252.5,-14834.84397,0.00055327,440252.5,-14834.84397,0.00055327,-1.10E-13,-1.40E-06,-1,1169.375737,440252.5,-14775.00004,0.000469735,440020,-14834.84397,0.00055327,292.3439342,29810.11707,2983.448518,440020,-14898.66833,12.53494767,440020,-14898.64243,12.77876001,-1,1.45E-16,-2.03E-22,521.3454797,440020,-14898.68005,12.42477982,440020,-14898.68005,12.42477982,65.16818496,2973.709544,24839.25451,633811340.9,24,4762.690959,C3-JD-24
611,HGP,5b8c7ab1-0000-32a7-3135-333539333737,1112000,440233.7878,-14845.97051,532.0917449,244171.3708,111200,440229.0881,-14846.14258,530.3937125,440229.0881,-14846.14258,530.3937125,-0.93993777,-0.034415615,-0.33960647,2177.137085,440229.0881,-14790.42794,524.7476077,440061.8287,-14753.94085,983.978446,272.1421356,158034.658,282.8427126,440066.5283,-14753.76877,985.6764784,440066.5283,-14753.76877,985.6764784,-0.241367965,0.770514443,0.589956776,76.5685425,440063.1149,-14762.77014,996.0361931,440063.1149,-14762.77014,996.0361931,19.14213563,83.57864373,24417.13708,1895459096,24,4434.27417,C3-JD-24
612,HGP,5b8c7ab1-0000-32aa-3135-333539333737,174929.5005,440183.4342,-14852.2965,158.4922947,42993.51888,17492.95005,440183.4342,-14851.79239,163.4668164,440183.4341,-14863.32227,164.6352529,7.07E-17,0.100823444,0.994904334,800.7618779,440183.4342,-14827.29173,160.9839244,440012.9302,-14864.48027,164.7526042,44.486771,11176.81438,33.58931654,440017.6209,-14869.65118,160.2510151,440017.6209,-14869.65118,160.2510151,-0.846724431,-0.529320651,0.053641269,26.71786331,440017.6209,-14870.1553,155.2764934,440017.6209,-14870.1553,155.2764934,6.679465827,11.02594719,2149.675944,27163253.33,54,1781.523756,C3-JD-24
613,HGP,5b8c7ab1-0000-32ad-3135-333539333737,174929.5005,440183.4342,-14914.72449,164.8187319,42993.51888,17492.95005,440183.4342,-14915.2286,159.8442101,440183.4341,-14903.69872,158.6757753,7.07E-17,-0.1008233,-0.994904348,800.761878,440183.4342,-14939.72925,162.3270986,440012.9302,-14902.54072,158.5584241,44.486771,11176.81438,33.58931648,440012.9302,-14902.0366,163.5329459,440012.9302,-14902.0366,163.5329459,-0.532032741,0.842409172,-0.085369486,26.7178633,440012.9302,-14902.54072,158.5584241,440012.9302,-14902.54072,158.5584241,6.679465824,11.02594721,2149.675944,27163253.33,54,1781.523756,C3-JD-24
614,HGP,5b8c7ab1-0000-32b0-3135-333539333737,2242457.51,440000,-6150.000056,1826.645172,488919.1329,35999.98695,440000,-5750.000035,1550.000215,440000,-5750.000035,1550.000215,4.41E-13,-1,8.10E-13,839.9997826,439940,-5750.000035,1550.000215,440000,-5750.000035,1400.000269,209.9999456,8099.990216,1200,440000,-6555.000035,1400.000099,440000,-6555.000035,1400.000099,0,-2.93E-10,-1,260,440060,-6555.000035,1400.000099,440060,-6555.000035,1400.000099,65,3025,8730.698801,63515115.19,162,14005.74735,C3-JD-24
615,HGP,5b8c7ab1-0000-32b3-3135-333539333737,2448906.08,440000,-6149.998587,941.4399676,533583.7427,60000.0403,440000,-5740.000042,1150.000277,440000,-5740.000042,1150.000277,4.41E-13,1,-3.00E-08,1240.000672,440060,-5740.000042,1150.000277,440000,-5740.00005,900.0001091,310.0001679,36100.06381,1200,440000,-5745.000035,1400.000445,440000,-5745.000035,1400.000445,0,3.00E-08,1,260,439940,-5745.000035,1400.000445,439940,-5745.000035,1400.000445,65,3025,11599.64658,311230063.9,132,13492.81069,C3-JD-24
616,HGP,5b8c7ab1-0000-32b6-3135-333539333737,1060588.743,440000,-3708.604242,1555.003853,232756.0649,24000.21361,440000,-3600.000731,1395.003624,440000,-3600.000731,1395.003624,-1.06E-12,-1.33E-06,-1,640.0035602,439940,-3600.000737,1395.003624,440000,-3499.99984,1395.003491,160.0008901,1600.071205,1200,440000,-3499.999834,1400.003491,440000,-3499.999834,1400.003491,0,1,-1.37E-06,260,439940,-3499.999834,1400.003491,439940,-3499.999834,1400.003491,65,3025,5818.901624,38365607.71,114,8144.659765,C3-JD-24
617,HGP,5b8c7ab1-0000-32b9-3135-333539333737,1060588.743,440000,-3291.395449,1555.003926,232756.0649,24000.21573,440000,-3399.998897,1395.003659,440000,-3399.998897,1395.003659,0,1.68E-06,-1,640.0035955,439940,-3399.998897,1395.003659,440000,-3299.997998,1395.003827,160.0008989,1600.07191,1200,440000,-3499.999804,1400.003491,440000,-3499.999804,1400.003491,0,-1,-1.68E-06,260,439940,-3499.999804,1400.003491,439940,-3499.999804,1400.003491,65,3025,5818.901622,38365611.92,114,8144.659764,C3-JD-24
618,HGP,5b8c7ab1-0000-32bc-3135-333539333737,1060588.743,440000,-3708.604342,1055.003853,232756.0649,24000.21361,440000,-3600.000831,895.0036241,440000,-3600.000831,895.0036241,-1.06E-12,-1.33E-06,-1,640.0035602,439940,-3600.000837,895.0036241,440000,-3499.99994,895.0034912,160.0008901,1600.071205,1200,440000,-3499.999934,900.0034912,440000,-3499.999934,900.0034912,0,1,-1.37E-06,260,439940,-3499.999934,900.0034912,439940,-3499.999934,900.0034912,65,3025,5818.901624,38365607.71,114,8144.659765,C3-JD-24
619,HGP,5b8c7ab1-0000-32bf-3135-333539333737,1060588.703,440000,-3291.395557,1055.003932,232756.0583,24000.21573,440000,-3399.998997,895.003659,440000,-3399.998997,895.003659,0,1.68E-06,-1,640.0035955,439940,-3399.998997,895.003659,440000,-3299.998098,895.0038269,160.0008989,1600.07191,1200,440000,-3499.999904,900.0034912,440000,-3499.999904,900.0034912,0,-1,-1.68E-06,260,439940,-3499.999904,900.0034912,439940,-3499.999904,900.0034912,65,3025,5818.901456,38365653.61,114,8144.659664,C3-JD-24
620,HGP,5b8c7ab1-0000-32c2-3135-333539333737,1060588.69,440000,-13291.39569,1599.999633,232756.0637,24000.21573,440000,-13399.99913,1439.999359,440000,-13399.99913,1439.999359,0,1.68E-06,-1,640.0035955,439940,-13399.99913,1439.999359,440000,-13299.99823,1439.999527,160.0008989,1600.07191,1200,440000,-13500.00004,1444.999191,440000,-13500.00004,1444.999191,0,-1,-1.68E-06,260,439940,-13500.00004,1444.999191,439940,-13500.00004,1444.999191,65,3025,5818.901591,38365611.82,114,8144.659758,C3-JD-24
621,HGP,5b8c7ab1-0000-32c5-3135-333539333737,1060588.62,440000,-13708.60445,1599.999581,232756.0361,24000.22096,440000,-13600.001,1439.999328,440000,-13600.001,1439.999328,-4.68E-12,-1.37E-06,-1,640.0036827,439940,-13600.001,1439.999328,440000,-13500.00008,1439.999191,160.0009207,1600.073654,1200,440000,-13500.00007,1444.999191,440000,-13500.00007,1444.999191,0,1,-1.37E-06,260,439940,-13500.00007,1444.999191,439940,-13500.00007,1444.999191,65,3025,5818.900903,38365724.27,114,8144.659319,C3-JD-24
622,HGP,5b8c7ab1-0000-32c8-3135-333539333737,1060588.705,440000,6291.395766,1599.999561,232756.0563,24000.22096,440000,6399.999239,1439.999329,440000,6399.999239,1439.999329,-4.68E-12,-1.37E-06,-1,640.0036827,439940,6399.999231,1439.999329,440000,6500.00016,1439.999191,160.0009207,1600.073654,1200,440000,6500.000166,1444.999191,440000,6500.000166,1444.999191,0,1,-1.37E-06,260,439940,6500.000166,1444.999191,439940,6500.000166,1444.999191,65,3025,5818.901407,38365662.75,114,8144.659631,C3-JD-24
623,HGP,5b8c7ab1-0000-32cb-3135-333539333737,1060588.743,440000,6708.604551,1599.999626,232756.0649,24000.21573,440000,6600.001103,1439.999359,440000,6600.001103,1439.999359,0,1.68E-06,-1,640.0035955,439940,6600.001103,1439.999359,440000,6700.002002,1439.999527,160.0008989,1600.07191,1200,440000,6500.000196,1444.999191,440000,6500.000196,1444.999191,0,-1,-1.68E-06,260,439940,6500.000196,1444.999191,439940,6500.000196,1444.999191,65,3025,5818.901622,38365611.92,114,8144.659764,C3-JD-24
624,HGP,5b8c7ab1-0000-32ce-3135-333539333737,2769754.398,432354.8186,7861.280022,381.0217253,491590.5819,230812.8665,432354.8186,7855.310596,380.416785,432420.8053,7875.90156,177.2293778,-3.93E-15,-0.994904341,-0.100823372,2497.070743,432271.5,7839.73336,534.1297561,432484.6175,7890.895828,29.2690215,192.0823648,126771.5174,47.04823114,432484.6175,7896.865254,29.87396172,432484.6175,7896.865254,29.87396172,0.471396776,0.088918274,-0.877427274,31.84137186,432484.6175,7890.895828,29.2690215,432484.6175,7890.895828,29.2690215,7.960342964,16.31882897,32772.70546,6049652683,39,5150.141486,C3-JD-24
625,HGP,5b8c7ab1-0000-32d1-3135-333539333737,2769754.398,432645.1814,7861.280022,381.0217253,491590.5819,230812.8665,432645.1814,7867.249448,381.6266655,432579.1947,7887.840412,178.4392582,3.93E-15,0.994904341,0.100823372,2497.070743,432728.5,7851.672212,535.3396365,432515.3825,7902.83468,30.47890196,192.0823648,126771.5174,47.04823114,432515.3825,7896.865254,29.87396172,432515.3825,7896.865254,29.87396172,-0.471396776,0.088918274,-0.877427274,31.84137186,432515.3825,7890.895828,29.2690215,432515.3825,7890.895828,29.2690215,7.960342964,16.31882897,32772.70546,6049652683,39,5150.141486,C3-JD-24
626,HGP,5b8c7ab1-0000-32d4-3135-333539333737,8823352.657,432418.9347,4891.131221,540.0003697,1885293.279,882335.2657,432418.9347,4891.131221,545.0003697,432456.1845,6979.812903,545.0003697,0,-1.74E-17,1,12062.27481,432344,4894.311049,545.0003697,432492.5549,7803.740593,545.0003697,861.5910581,4184671.298,28.902771,432492.5549,7803.740593,540.0003697,432492.5549,7803.740593,540.0003697,-1.69E-12,1,-8.66E-09,25.7805542,432492.5549,7803.740593,545.0003697,432492.5549,7803.740593,545.0003697,6.44513855,12.63703993,117830.83,83861449053,42,24264.54963,C3-JD-24
627,HGP,5b8c7ab1-0000-32db-3135-333539333737,3481049.407,432418.6692,8992.226732,787.2515101,745579.9657,348104.9408,432418.6689,8991.176366,792.1399384,432462.3819,8991.175835,792.1424071,-5.78E-05,-0.210073199,0.977685659,4937.008418,432344,8991.177273,792.1357211,432492.5549,7884.577802,554.3718691,205.7086841,399205.7605,28.90277105,432492.5552,7885.62817,549.4834412,432492.5552,7885.62817,549.4834412,-3.64E-11,-0.97768558,-0.210073574,25.78055421,432492.5555,7886.678538,544.5950133,432492.5555,7886.678538,544.5950133,6.445138552,12.63703991,28676.15253,8539745658,72,10114.01684,C3-JD-24
628,HGP,5b8c7ab1-0000-32e6-3135-333539333737,2660158.041,432423.6026,2299.977788,1501.900921,572806.0538,266015.8042,432423.6026,2294.977788,1501.900805,432462.3452,2294.977788,1501.900806,-6.27E-16,-1,-2.32E-05,4077.44454,432354,2294.977788,1501.900805,432460.072,2294.999811,553.1457644,169.8935225,266339.8968,54.92116085,432460.072,2299.999811,553.1458805,432460.072,2299.999811,553.1458805,0.972369851,5.42E-06,-0.233445651,30.98423217,432460.072,2294.999811,553.1457644,432460.072,2294.999811,553.1457644,7.746058043,5.080254346,22031.00207,4985300526,72,8394.889081,C3-JD-24
629,HGP,5b8c7ab1-0000-32e9-3135-333539333737,2618158.041,432423.5962,3499.978136,1486.900979,563806.0536,261815.8041,432423.5962,3504.978136,1486.901095,432462.3452,3504.978136,1486.901096,8.34E-16,1,2.32E-05,4017.44454,432354,3504.978136,1486.901095,432460.072,3504.999811,553.1460546,167.3935225,257864.1099,54.92116085,432460.072,3499.999811,553.1459385,432460.072,3499.999811,553.1459385,0.972369851,5.42E-06,-0.233445651,30.98423217,432460.072,3494.999811,553.1458224,432460.072,3494.999811,553.1458224,7.746058043,5.080254347,21684.84821,4829042505,72,8274.889081,C3-JD-24
630,HGP,5b8c7ab1-0000-32ec-3135-333539333737,2576158.041,432423.5896,4699.978485,1471.900863,554806.0536,257615.8041,432423.5896,4704.978485,1471.900979,432462.3452,4704.978485,1471.90098,7.30E-15,1,2.32E-05,3957.44454,432354,4704.978485,1471.900979,432460.072,4704.999811,553.1459385,164.8935225,249525.823,54.92116085,432460.072,4699.999811,553.1458224,432460.072,4699.999811,553.1458224,0.972369851,5.42E-06,-0.233445651,30.98423217,432460.072,4694.999811,553.1457064,432460.072,4694.999811,553.1457064,7.746058043,5.080254346,21338.69437,4675272534,72,8154.889081,C3-JD-24
631,HGP,5b8c7ab1-0000-32ef-3135-333539333737,2534158.041,432423.5828,5899.978833,1456.900921,545806.0537,253415.8042,432423.5828,5904.978833,1456.901037,432462.3452,5904.978833,1456.901038,7.35E-15,1,2.32E-05,3897.44454,432354,5904.978833,1456.901037,432460.072,5904.999811,553.1459965,162.3935225,241325.0361,54.92116086,432460.072,5899.999811,553.1458805,432460.072,5899.999811,553.1458805,0.972369851,5.42E-06,-0.233445651,30.98423217,432460.072,5904.999811,553.1459965,432460.072,5904.999811,553.1459965,7.746058043,5.080254347,20992.54053,4523990613,72,8034.889081,C3-JD-24
632,HGP,5b8c7ab1-0000-32f5-3135-333539333737,2309809.75,432423.5423,8299.978358,1477.024235,497731.4198,230980.975,432423.5423,8294.978358,1477.024119,432462.3452,8294.978358,1477.02412,-9.52E-16,-1,-2.32E-05,3576.946982,432354,8294.978358,1477.024119,432460.072,8294.997476,653.3934684,149.0394576,199848.3781,54.92116085,432460.072,8299.997476,653.3935844,432460.072,8299.997476,653.3935844,0.972369851,5.42E-06,-0.233445651,30.98423217,432460.072,8294.997476,653.3934684,432460.072,8294.997476,653.3934684,7.746058043,5.080254347,19143.51615,3758039957,72,7393.893964,C3-JD-24
633,HGP,5b8c7ab1-0000-32f8-3135-333539333737,1974319.54,432423.4645,9299.97614,1571.842376,425840.6604,197431.954,432423.4645,9294.97614,1571.84226,432462.3452,9294.97614,1571.842261,-7.18E-15,-1,-2.32E-05,3097.675253,432354,9294.97614,1571.84226,432460.072,9294.992477,868.0295409,129.0698022,145144.3205,54.92116085,432460.072,9299.992477,868.029657,432460.072,9299.992477,868.029657,0.972369851,5.42E-06,-0.233445651,30.98423217,432460.072,9294.992477,868.0295409,432460.072,9294.992477,868.0295409,7.746058043,5.080254346,16378.48694,2745094431,72,6435.350506,C3-JD-24
634,HGP,5b8c7ab1-0000-32fb-3135-333539333737,1645819.581,432423.3684,6499.600912,1912.00047,355443.7145,164581.9581,432423.3684,6499.600911,1917.00047,432462.3483,6499.887574,1917.00047,9.92E-13,-1.68E-07,1,2627.979832,432354,6499.484029,1917.00047,432459.2536,7091.746416,1917.000569,109.4991597,100128.9094,45.21449953,432459.2536,7091.746416,1912.000569,432459.2536,7091.746416,1912.000569,0.996917348,0.078458916,1.32E-08,29.04289991,432459.2536,7091.746416,1917.000569,432459.2536,7091.746416,1917.000569,7.260724977,7.503627653,13670.91209,1907087985,72,5495.959663,C3-JD-24
635,HGP,5b8c7ab1-0000-32fe-3135-333539333737,1964974.259,432421.3543,10299.97392,1666.193365,358893.396,163747.855,432421.3543,10305.97392,1666.193504,432460.3452,10305.97392,1666.193504,2.61E-14,1,2.32E-05,2616.473837,432352,10305.97392,1666.193504,432473.769,10305.98696,1104.28614,109.0197432,99046.38242,65.90563997,432473.769,10299.96088,2228.100729,432473.769,10299.96088,2228.100729,0.522498565,-1.98E-05,0.852640164,34.98427332,432473.769,10293.96088,2228.10059,432473.769,10293.96088,2228.10059,8.74606833,10.58807127,13803.59215,1886772380,72,5520.947675,C3-JD-24
636,HGP,5b8c7ab1-0000-3301-3135-333539333737,1561777.848,432421.1876,11299.97144,1761.192801,285934.0455,130148.1541,432421.1876,11293.97144,1761.192662,432460.3452,11293.97144,1761.192662,-1.44E-14,-1,-2.32E-05,2136.47811,432352,11293.97144,1761.192662,432489.2624,11293.9613,2198.06696,89.01992124,61874.84178,65.90563946,432489.2624,11299.9613,2198.067099,432489.2624,11299.9613,2198.067099,0.078459096,-2.31E-05,0.996917333,34.98427324,432489.2624,11293.9613,2198.06696,432489.2624,11293.9613,2198.06696,8.746068309,10.58807141,10997.46329,1191298521,72,4560.95622,C3-JD-24
637,HGP,5b8c7ab1-0000-3304-3135-333539333737,1239479.221,432420.9764,12099.96982,1837.115058,227613.3415,103289.9351,432420.9764,12105.96982,1837.115197,432460.3452,12105.96982,1837.115197,2.73E-14,1,2.32E-05,1752.789267,432352,12105.96982,1837.115197,432465.4679,12105.96162,2190.19122,73.03288614,38489.99566,65.90563989,432465.4679,12099.96162,2190.191081,432465.4679,12099.96162,2190.191081,0.760405966,-1.51E-05,0.649448048,34.98427331,432465.4679,12093.96162,2190.190941,432465.4679,12093.96162,2190.190941,8.746068327,10.58807129,8754.359287,749864133.6,72,3793.578534,C3-JD-24
638,HGP,5b8c7ab1-0000-3307-3135-333539333737,917037.2398,432420.6164,12899.96392,1913.080151,169266.6972,76419.77,432420.6164,12893.96392,1913.079925,432460.3452,12893.96392,1913.079925,-1.52E-14,-0.999999999,-3.78E-05,1368.929769,432352,12893.96392,1913.079925,432478.6474,12893.97327,1665.54427,57.03874038,20721.37692,65.90563943,432478.6474,12899.97327,1665.544496,432478.6474,12899.97327,1665.544496,0.382683432,3.49E-05,-0.923879532,34.98427324,432478.6474,12893.97327,1665.54427,432478.6474,12893.97327,1665.54427,8.746068309,10.58807144,6510.257585,410032676.3,72,3025.859538,C3-JD-24
639,HGP,5b8c7ab1-0000-330a-3135-333539333737,2838657.187,432423.6276,-4199.975542,1565.650616,611055.8706,283865.7187,432423.6276,-4194.975542,1565.650496,432462.3452,-4194.975542,1565.650497,-8.19E-16,1,-2.40E-05,4332.44332,432354,-4194.975542,1565.650496,432460.072,-4194.999805,553.1457606,180.5184717,303895.7898,54.92116085,432460.072,-4199.999805,553.1458804,432460.072,-4199.999805,553.1458804,0.972369851,-5.59E-06,-0.233445651,30.98423217,432460.072,-4194.999805,553.1457606,432460.072,-4194.999805,553.1457606,7.746058043,5.080254347,23502.14887,5677150961,72,8904.88664,C3-JD-24
640,HGP,5b8c7ab1-0000-330d-3135-333539333737,2794905.649,432423.6217,-5449.975917,1550.025066,601680.541,279490.5649,432423.6217,-5444.975917,1550.024947,432462.3452,-5444.975917,1550.024948,8.37E-16,1,-2.40E-05,4269.941123,432354,-5444.975917,1550.024947,432460.072,-5444.999805,553.1457606,177.9142134,294460.779,54.92116086,432460.072,-5449.999805,553.1458804,432460.072,-5449.999805,553.1458804,0.972369851,-5.59E-06,-0.233445651,30.98423217,432460.072,-5454.999805,553.1460003,432460.072,-5454.999805,553.1460003,7.746058043,5.080254347,23141.55927,5503415386,72,8779.882245,C3-JD-24
641,HGP,5b8c7ab1-0000-3310-3135-333539333737,2745908.041,432423.615,-6849.976336,1532.525921,591181.0537,274590.8042,432423.615,-6854.976336,1532.526041,432462.3452,-6854.976336,1532.526042,-8.12E-16,-1,2.40E-05,4199.94454,432354,-6854.976336,1532.526041,432460.072,-6854.999805,553.1460003,174.9976892,284071.5707,54.92116085,432460.072,-6849.999805,553.1458804,432460.072,-6849.999805,553.1458804,0.972369851,-5.59E-06,-0.233445651,30.98423217,432460.072,-6854.999805,553.1460003,432460.072,-6854.999805,553.1460003,7.746058043,5.080254346,22737.73284,5312052786,72,8639.889081,C3-JD-24
642,HGP,5b8c7ab1-0000-3316-3135-333539333737,10739852.08,432441.5,-6225.124313,2540.873944,2260944.446,1073985.208,432441.5,-6225.249274,2545.872382,432441.5,-6225.249274,2545.872382,0,-0.024992183,0.999687647,11297.40312,432540,-6225.249274,2545.872382,432441.5,-3500.249922,2613.997344,2824.350781,6902972.124,1970,432441.5,-8950.123665,2472.748982,432441.5,-8950.123665,2472.748982,0,-0.999687647,-0.024992183,414,432343,-8950.123665,2472.748982,432343,-8950.123665,2472.748982,103.5,8742.25,376824.0744,2.43E+11,12,22634.80624,C3-JD-24
643,HGP,5b8c7ab1-0000-3319-3135-333539333737,1926771.139,432423.4513,-6149.976777,2260.002791,415651.7208,192677.1139,432423.4513,-6149.97676,2265.002791,432462.3451,-6149.976886,2265.002791,2.01E-11,3.40E-06,1,3029.74931,432354,-6149.976557,2265.002791,432491.2624,-6810.168791,2265.005037,126.2395546,138101.0584,54.92137328,432491.2624,-6810.168808,2260.005037,432491.2624,-6810.168808,2260.005037,0.078459099,-0.996917333,3.39E-06,30.98427466,432491.2624,-6810.168825,2255.005037,432491.2624,-6810.168825,2255.005037,7.746068664,5.080206467,15986.60465,2614375794,72,6299.49862,C3-JD-24
644,HGP,5b8c7ab1-0000-331c-3135-333539333737,2794905.649,432423.6217,-1550.023329,1550.025066,601680.5411,279490.5649,432423.6217,-1545.023329,1550.025183,432462.3452,-1545.023329,1550.025184,8.37E-16,1,2.32E-05,4269.941123,432354,-1545.023329,1550.025183,432460.072,-1545.000189,553.1459965,177.9142134,294460.779,54.92116085,432460.072,-1550.000189,553.1458804,432460.072,-1550.000189,553.1458804,0.972369851,5.42E-06,-0.233445651,30.98423217,432460.072,-1555.000189,553.1457644,432460.072,-1555.000189,553.1457644,7.746058043,5.080254347,23141.55927,5503415386,72,8779.882245,C3-JD-24
645,HGP,5b8c7ab1-0000-331f-3135-333539333737,2745908.041,432423.615,-150.0229227,1532.525921,591181.0537,274590.8042,432423.615,-155.0229227,1532.525805,432462.3452,-155.0229227,1532.525806,-8.12E-16,-1,-2.32E-05,4199.94454,432354,-155.0229227,1532.525805,432460.072,-155.0001893,553.1457644,174.9976892,284071.5707,54.92116086,432460.072,-150.0001893,553.1458804,432460.072,-150.0001893,553.1458804,0.972369851,5.42E-06,-0.233445651,30.98423217,432460.072,-155.0001893,553.1457644,432460.072,-155.0001893,553.1457644,7.746058043,5.080254347,22737.73284,5312052786,72,8639.889081,C3-JD-24
646,HGP,5b8c7ab1-0000-3322-3135-333539333737,1926827.533,432423.4513,-850.0433803,2260.002741,415663.8054,192682.7534,432423.4513,-850.043363,2255.002741,432462.3451,-850.0432367,2255.002741,-2.05E-11,3.47E-06,-1,3029.829876,432354,-850.0435658,2255.002741,432485.8546,-188.974679,2255.005038,126.2429115,138109.3079,54.92137324,432485.8546,-188.9746963,2260.005038,432485.8546,-188.9746963,2260.005038,0.233445386,0.972369915,3.38E-06,30.98427465,432485.8546,-188.9747137,2265.005038,432485.8546,-188.9747137,2265.005038,7.746068662,5.080206476,15987.06944,2614528943,72,6299.659752,C3-JD-24
647,HGP,5b8c7ab1-0000-3325-3135-333539333737,10739857,432441.5,-774.8744381,2540.873913,2260945.481,1073985.7,432441.5,-774.999399,2535.875474,432441.5,-774.999399,2535.875474,0,-0.024992183,-0.999687647,11297.40812,432540,-774.999399,2535.875474,432441.5,-3500,2604.000467,2824.35203,6902978.691,1970,432441.5,-3499.875039,2608.998905,432441.5,-3499.875039,2608.998905,0,-0.999687647,0.024992183,414,432540,-3499.875039,2608.998905,432540,-3499.875039,2608.998905,103.5,8742.25,376824.2468,2.43E+11,12,22634.81624,C3-JD-24
648,HGP,5b8c7ab1-0000-332b-3135-333539333737,2838657.187,432423.6276,-2800.023692,1565.650616,611055.8706,283865.7187,432423.6276,-2795.023692,1565.650732,432462.3452,-2795.023692,1565.650733,-8.19E-16,1,2.32E-05,4332.44332,432354,-2795.023692,1565.650732,432460.072,-2795.000189,553.1459965,180.5184717,303895.7898,54.92116086,432460.072,-2800.000189,553.1458804,432460.072,-2800.000189,553.1458804,0.972369851,5.42E-06,-0.233445651,30.98423217,432460.072,-2795.000189,553.1459965,432460.072,-2795.000189,553.1459965,7.746058043,5.080254347,23502.14887,5677150961,72,8904.88664,C3-JD-24
649,HGP,5b8c7ab1-0000-332e-3135-333539333737,1387303.561,432246.5,7898.668291,12.53499085,248392.5451,55654.85877,432246.5,7834.843916,12.00057417,432246.5,7834.843916,12.00057417,0,-1.74E-06,1,1169.375737,432246.5,7774.999982,12.00046975,432014,7834.843916,12.00057417,292.3439342,29810.11707,2983.448518,432479,7898.668291,12.53499085,432479,7898.642393,12.77880318,1,-1.45E-16,-2.54E-22,521.3454797,432479,7898.680008,12.424823,432479,7898.680008,12.424823,65.16818496,2973.709544,24839.25451,633811340.9,24,4762.690959,C3-JD-24
