class,guid,centreOfMassX,centreOfMassY,centreOfMassZ,maxFaceMass,faceMassAverage,faceMassVariance,edgeCount,segment_no
RF,6216f418-0002-b57a-3136-343536373830,1008000,965.1461286,1360.000026,30000.00005,6468.90209,63711931.87,114,lm-61
RF,6216f418-0002-b57d-3136-343536373830,1008000,1434.859973,1960.000021,30000.0001,6468.902238,63711921.8,114,lm-61
RF,6216f418-0002-b580-3136-343536373830,1008000,965.1461286,1960.000026,30000.00005,6468.90209,63711931.87,114,lm-61
RF,6216f418-0002-b583-3136-343536373830,1008000,-1434.859965,1360.000022,30000.0001,6468.902226,63711940.25,114,lm-61
RF,6216f418-0002-b586-3136-343536373830,1008000,-965.1461178,1360.000016,30000.00062,6468.902402,63711930.78,114,lm-61
RF,6216f418-0002-b589-3136-343536373830,1008000,-1434.859965,1960.000022,30000.0001,6468.902226,63711940.25,114,lm-61
RF,6216f418-0002-b58c-3136-343536373830,1008000,-965.1461178,1960.000016,30000.00062,6468.902402,63711930.78,114,lm-61
RF,6216f418-0002-b58f-3136-343536373830,1007934.674,-600.0000017,1563.899871,265419.6251,22211.29495,4962757571,72,lm-61
RF,6216f418-0002-b592-3136-343536373830,1007934.67,-1800.000002,1551.899627,262539.5665,21971.29007,4855590726,72,lm-61
RF,6216f418-0002-b595-3136-343536373830,1007934.667,-3000.000002,1539.899382,259659.5079,21731.28518,4749593648,72,lm-61
RF,6216f418-0002-b598-3136-343536373830,1007934.663,-4200.000002,1527.899138,256779.4491,21491.28028,4644766340,72,lm-61
RF,6216f418-0002-b59b-3136-343536373830,1007925,2.60E-06,444.9999721,1344000,480466.6667,3.74E+11,12,lm-61
RF,6216f418-0002-b59e-3136-343536373830,1007942.5,-2400.020353,2646.898634,840175.0854,296645.0301,1.48E+11,12,lm-61
RF,6216f418-0002-b5a1-3136-343536373830,1007934.674,599.9995289,1563.899871,265419.6251,22211.29495,4962757571,72,lm-61
RF,6216f418-0002-b5a4-3136-343536373830,1007934.67,1799.999529,1551.899627,262539.5665,21971.29007,4855590726,72,lm-61
RF,6216f418-0002-b5a7-3136-343536373830,1007934.667,2999.999529,1539.899382,259659.5079,21731.28518,4749593648,72,lm-61
RF,6216f418-0002-b5aa-3136-343536373830,1007934.663,4199.999529,1527.899138,256779.4491,21491.28028,4644766340,72,lm-61
RF,6216f418-0002-b5ad-3136-343536373830,1007942.5,2400.019881,2646.898637,840175.0854,296645.0301,1.48E+11,12,lm-61
IB,6216f418-0002-b5b0-3136-343536373830,1008000,-926.7359517,2904.288462,772205.213,7903.489719,5675595988,618,lm-61
IB,6216f418-0002-b5bf-3136-343536373830,1008000,-10880.16202,2695.193208,1298224.8,11983.46506,14524057457,684,lm-61
IB,6216f418-0002-b5c2-3136-343536373830,1008000,-7308.564947,2767.430638,1305278.661,12044.99429,14682274460,684,lm-61
IB,6216f418-0002-b5c5-3136-343536373830,1008000,-3736.786997,2838.866202,1305278.422,12044.99216,14682270420,684,lm-61
IB,6216f418-0002-b5c8-3136-343536373830,1008000,926.7365824,2904.288494,772205.1885,7903.489363,5675595423,618,lm-61
IB,6216f418-0002-b5d7-3136-343536373830,1008000,10880.16228,2695.193198,1298224.813,11983.46488,14524057006,684,lm-61
IB,6216f418-0002-b5da-3136-343536373830,1008000,7308.565201,2767.430663,1305278.658,12044.99408,14682273927,684,lm-61
IB,6216f418-0002-b5dd-3136-343536373830,1008000,3736.787337,2838.866287,1305278.309,12044.9908,14682266843,684,lm-61
IB,6216f418-0002-b5e0-3136-343536373830,1014400,-926.7365359,2904.288447,772205.2041,7903.489617,5675595846,618,lm-61
IB,6216f418-0002-b5ef-3136-343536373830,1014400,-7308.565235,2767.430634,1305278.685,12044.99447,14682274934,684,lm-61
IB,6216f418-0002-b5f2-3136-343536373830,1014400,-3736.787283,2838.866196,1305278.431,12044.99224,14682270627,684,lm-61
IB,6216f418-0002-b5f5-3136-343536373830,1014400,926.735997,2904.288508,772205.2001,7903.489443,5675595533,618,lm-61
IB,6216f418-0002-b604-3136-343536373830,1014400,7308.564921,2767.430669,1305278.653,12044.99403,14682273806,684,lm-61
IB,6216f418-0002-b607-3136-343536373830,1014400,3736.787057,2838.866293,1305278.305,12044.99076,14682266758,684,lm-61
IB,6216f418-0002-b652-3136-343536373830,1014400,-10880.16229,2695.193203,1298224.813,11983.46511,14524057584,684,lm-61
IB,6216f418-0002-b655-3136-343536373830,1014400,10880.16201,2695.193203,1298224.813,11983.46488,14524057006,684,lm-61
IB,6216f418-0002-b658-3136-343536373830,1017600,-10880.16229,2695.193203,1298224.813,11983.46511,14524057584,684,lm-61
IB,6216f418-0002-b65b-3136-343536373830,1017600,10880.16201,2695.193203,1298224.813,11983.46488,14524057006,684,lm-61
RF,6216f418-0002-b65e-3136-343536373830,1017525,2.60E-06,444.9999721,1344000,480466.6667,3.74E+11,12,lm-61
RF,6216f418-0002-b661-3136-343536373830,1011124,-5000,444.998513,56000,20466.66667,632435555.6,12,lm-61
RF,6216f418-0002-b664-3136-343536373830,1011124,5000.000003,444.9999722,56000,20466.66667,632435555.6,12,lm-61
RF,6216f418-0002-b667-3136-343536373830,1007860.657,-10596.20052,380.8727047,222291.8425,27605.27865,5063479270,45,lm-61
RF,6216f418-0002-b66a-3136-343536373830,1008139.343,-10596.20052,380.872706,222291.8434,27605.27875,5063479312,45,lm-61
RF,6216f418-0002-b66d-3136-343536373830,1008000,-7634.853885,1960.000013,29999.99703,6468.902479,63711870.37,114,lm-61
RF,6216f418-0002-b670-3136-343536373830,1008000,-7165.140017,1960.00001,29999.98487,6468.902542,63711848.55,114,lm-61
RF,6216f418-0002-b673-3136-343536373830,1008000,-9884.853873,1960.000026,30000.0001,6468.902092,63711961.09,114,lm-61
RF,6216f418-0002-b676-3136-343536373830,1008000,-9415.140019,1960.000011,30000.0001,6468.902405,63711892.74,114,lm-61
RF,6216f418-0002-b679-3136-343536373830,1008000,-6100.000019,1986.143041,48000.00009,10376.37318,111317794.4,174,lm-61
RF,6216f418-0002-b67c-3136-343536373830,1008000,-6100.000001,847.382619,84000,14990.98885,659008245.2,132,lm-61
RF,6216f418-0002-b67f-3136-343536373830,1007820.321,-10603.99197,575.9548102,53160,20873.33345,532585685.9,12,lm-61
RF,6216f418-0002-b682-3136-343536373830,1007772.5,-10648.5795,10.056716,20605.42419,10605.67457,56001367.54,30,lm-61
RF,6216f418-0002-b685-3136-343536373830,1008179.679,-10603.99197,575.9548102,53160,20873.33345,532585685.9,12,lm-61
RF,6216f418-0002-b688-3136-343536373830,1008227.5,-10648.5795,10.05671593,20605.42419,10605.67457,56001367.54,30,lm-61
RF,6216f418-0002-b68b-3136-343536373830,1007924.926,-13055.30834,1156.466269,715701.8389,96027.05569,55132958204,42,lm-61
RF,6216f418-0002-b68e-3136-343536373830,1007942.5,-10243.95122,2490.019988,1905750,672133.3333,7.63E+11,12,lm-61
RF,6216f418-0002-b691-3136-343536373830,1007934.659,-5400.000002,1515.899016,253899.4198,21251.27784,4541109855,72,lm-61
RF,6216f418-0002-b694-3136-343536373830,1007934.654,-6800.000002,1501.899016,250539.42,20971.27786,4421656935,72,lm-61
RF,6216f418-0002-b697-3136-343536373830,1007934.65,-8000.000002,1489.899016,247659.4198,20731.27784,4320535903,72,lm-61
RF,6216f418-0002-b69a-3136-343536373830,1007934.647,-9100.000002,1478.899016,245019.42,20511.27786,4228869208,72,lm-61
RF,6216f418-0002-b69d-3136-343536373830,1007934.643,-10200,1467.899016,242379.4198,20291.27784,4138185390,72,lm-61
RF,6216f418-0002-b6a0-3136-343536373830,1007934.59,-11400,1573.877371,211184.6054,17691.70998,3141069973,72,lm-61
RF,6216f418-0002-b6a3-3136-343536373830,1007934.481,-12600,1734.831609,166795.5917,13992.62551,1958790294,72,lm-61
RF,6216f418-0002-b6a6-3136-343536373830,1007934.293,-13800,1895.785847,122406.5781,10293.54104,1054385356,72,lm-61
RF,6216f418-0002-b6a9-3136-343536373830,1007933.89,-15000,2056.740084,78017.56446,6594.456566,427855160.6,72,lm-61
RF,6216f418-0002-b6ac-3136-343536373830,1007924.93,-7887.286117,445.0000028,752436.0479,100946.8158,60939579335,42,lm-61
RF,6216f418-0002-b6af-3136-343536373830,1007925,-5000,445.0000009,56000,20466.66667,632435555.6,12,lm-61
IB,6216f418-0002-b6b2-3136-343536373830,1008000,-14219.26481,2630.935183,1128653.027,11683.70339,12301085106,609,lm-61
RF,6216f418-0002-b6b9-3136-343536373830,1014260.657,-10596.20052,380.8727047,222291.8425,27605.27865,5063479270,45,lm-61
RF,6216f418-0002-b6bc-3136-343536373830,1014539.343,-10596.20052,380.872706,222291.8434,27605.27875,5063479312,45,lm-61
RF,6216f418-0002-b6bf-3136-343536373830,1014400,-7634.853885,1960.000013,29999.99703,6468.902479,63711870.37,114,lm-61
RF,6216f418-0002-b6c2-3136-343536373830,1014400,-7165.140017,1960.00001,29999.98487,6468.902542,63711848.55,114,lm-61
RF,6216f418-0002-b6c5-3136-343536373830,1014400,-9884.853873,1960.000026,30000.0001,6468.902092,63711961.09,114,lm-61
RF,6216f418-0002-b6c8-3136-343536373830,1014400,-9415.140019,1960.000011,30000.0001,6468.902405,63711892.74,114,lm-61
RF,6216f418-0002-b6cb-3136-343536373830,1014400,-6100.000019,1986.143041,48000.00009,10376.37318,111317794.4,174,lm-61
RF,6216f418-0002-b6ce-3136-343536373830,1014400,-6100.000001,847.382619,84000,14990.98885,659008245.2,132,lm-61
RF,6216f418-0002-b6d1-3136-343536373830,1014220.321,-10603.99197,575.9548102,53160,20873.33345,532585685.9,12,lm-61
RF,6216f418-0002-b6d4-3136-343536373830,1014172.5,-10648.5795,10.056716,20605.42419,10605.67457,56001367.54,30,lm-61
RF,6216f418-0002-b6d7-3136-343536373830,1014579.679,-10603.99197,575.9548102,53160,20873.33345,532585685.9,12,lm-61
RF,6216f418-0002-b6da-3136-343536373830,1014627.5,-10648.5795,10.05671593,20605.42419,10605.67457,56001367.54,30,lm-61
RF,6216f418-0002-b6dd-3136-343536373830,1014324.926,-13055.30834,1156.466269,715701.8389,96027.05569,55132958204,42,lm-61
RF,6216f418-0002-b6e0-3136-343536373830,1014342.5,-10243.95122,2490.019988,1905750,672133.3333,7.63E+11,12,lm-61
RF,6216f418-0002-b6e3-3136-343536373830,1014334.659,-5400.000002,1515.899016,253899.4198,21251.27784,4541109855,72,lm-61
RF,6216f418-0002-b6e6-3136-343536373830,1014334.654,-6800.000002,1501.899016,250539.42,20971.27786,4421656935,72,lm-61
RF,6216f418-0002-b6e9-3136-343536373830,1014334.65,-8000.000002,1489.899016,247659.4198,20731.27784,4320535903,72,lm-61
RF,6216f418-0002-b6ec-3136-343536373830,1014334.647,-9100.000002,1478.899016,245019.42,20511.27786,4228869208,72,lm-61
RF,6216f418-0002-b6ef-3136-343536373830,1014334.643,-10200,1467.899016,242379.4198,20291.27784,4138185390,72,lm-61
RF,6216f418-0002-b6f2-3136-343536373830,1014334.59,-11400,1573.877371,211184.6054,17691.70998,3141069973,72,lm-61
RF,6216f418-0002-b6f5-3136-343536373830,1014334.481,-12600,1734.831609,166795.5917,13992.62551,1958790294,72,lm-61
RF,6216f418-0002-b6f8-3136-343536373830,1014334.293,-13800,1895.785847,122406.5781,10293.54104,1054385356,72,lm-61
RF,6216f418-0002-b6fb-3136-343536373830,1014333.89,-15000,2056.740084,78017.56446,6594.456566,427855160.6,72,lm-61
RF,6216f418-0002-b6fe-3136-343536373830,1014324.93,-7887.286117,445.0000028,752436.0479,100946.8158,60939579335,42,lm-61
RF,6216f418-0002-b701-3136-343536373830,1014325,-5000,445.0000009,56000,20466.66667,632435555.6,12,lm-61
IB,6216f418-0002-b704-3136-343536373830,1014400,-14219.26249,2630.934922,1128651.134,11683.68472,12301043808,609,lm-61
RF,6216f418-0002-b70b-3136-343536373830,1017460.657,-10596.20052,380.8727047,222291.8425,27605.27865,5063479270,45,lm-61
RF,6216f418-0002-b70e-3136-343536373830,1017739.343,-10596.20052,380.872706,222291.8434,27605.27875,5063479312,45,lm-61
RF,6216f418-0002-b711-3136-343536373830,1017600,-7634.853885,1960.000013,29999.99703,6468.902479,63711870.37,114,lm-61
RF,6216f418-0002-b714-3136-343536373830,1017600,-7165.140017,1960.00001,29999.98487,6468.902542,63711848.55,114,lm-61
RF,6216f418-0002-b717-3136-343536373830,1017600,-9884.853873,1960.000026,30000.0001,6468.902092,63711961.09,114,lm-61
RF,6216f418-0002-b71a-3136-343536373830,1017600,-9415.140019,1960.000011,30000.0001,6468.902405,63711892.74,114,lm-61
RF,6216f418-0002-b71d-3136-343536373830,1017600,-6100.000019,1986.143041,48000.00009,10376.37318,111317794.4,174,lm-61
RF,6216f418-0002-b720-3136-343536373830,1017600,-6100.000001,847.382619,84000,14990.98885,659008245.2,132,lm-61
RF,6216f418-0002-b723-3136-343536373830,1017420.321,-10603.99197,575.9548102,53160,20873.33345,532585685.9,12,lm-61
RF,6216f418-0002-b726-3136-343536373830,1017372.5,-10648.5795,10.056716,20605.42419,10605.67457,56001367.54,30,lm-61
RF,6216f418-0002-b729-3136-343536373830,1017779.679,-10603.99197,575.9548102,53160,20873.33345,532585685.9,12,lm-61
RF,6216f418-0002-b72c-3136-343536373830,1017827.5,-10648.5795,10.05671593,20605.42419,10605.67457,56001367.54,30,lm-61
RF,6216f418-0002-b72f-3136-343536373830,1017524.926,-13055.30834,1156.466269,715701.8389,96027.05569,55132958204,42,lm-61
RF,6216f418-0002-b732-3136-343536373830,1017542.5,-10243.95122,2490.019988,1905750,672133.3333,7.63E+11,12,lm-61
RF,6216f418-0002-b735-3136-343536373830,1017534.659,-5400.000002,1515.899016,253899.4198,21251.27784,4541109855,72,lm-61
RF,6216f418-0002-b738-3136-343536373830,1017534.654,-6800.000002,1501.899016,250539.42,20971.27786,4421656935,72,lm-61
RF,6216f418-0002-b73b-3136-343536373830,1017534.65,-8000.000002,1489.899016,247659.4198,20731.27784,4320535903,72,lm-61
RF,6216f418-0002-b73e-3136-343536373830,1017534.647,-9100.000002,1478.899016,245019.42,20511.27786,4228869208,72,lm-61
RF,6216f418-0002-b741-3136-343536373830,1017534.643,-10200,1467.899016,242379.4198,20291.27784,4138185390,72,lm-61
RF,6216f418-0002-b744-3136-343536373830,1017534.59,-11400,1573.877371,211184.6054,17691.70998,3141069973,72,lm-61
RF,6216f418-0002-b747-3136-343536373830,1017534.481,-12600,1734.831609,166795.5917,13992.62551,1958790294,72,lm-61
RF,6216f418-0002-b74a-3136-343536373830,1017534.293,-13800,1895.785847,122406.5781,10293.54104,1054385356,72,lm-61
RF,6216f418-0002-b74d-3136-343536373830,1017533.89,-15000,2056.740084,78017.56446,6594.456566,427855160.6,72,lm-61
RF,6216f418-0002-b750-3136-343536373830,1017524.93,-7887.286117,445.0000028,752436.0479,100946.8158,60939579335,42,lm-61
RF,6216f418-0002-b753-3136-343536373830,1017525,-5000,445.0000009,56000,20466.66667,632435555.6,12,lm-61
IB,6216f418-0002-b756-3136-343536373830,1017600,-14219.26249,2630.934922,1128651.134,11683.68472,12301043808,609,lm-61
RF,6216f418-0002-b75d-3136-343536373830,1007860.657,10596.20052,380.8727047,222291.8425,27605.27865,5063479270,45,lm-61
RF,6216f418-0002-b760-3136-343536373830,1008139.343,10596.20052,380.872706,222291.8434,27605.27875,5063479312,45,lm-61
RF,6216f418-0002-b763-3136-343536373830,1008000,7634.853885,1960.000011,30000.00062,6468.902489,63711871.58,114,lm-61
RF,6216f418-0002-b766-3136-343536373830,1008000,7165.14002,1960.000013,29999.99703,6468.902479,63711870.37,114,lm-61
RF,6216f418-0002-b769-3136-343536373830,1008000,9884.853883,1960.000017,30000.0001,6468.902376,63711892.63,114,lm-61
RF,6216f418-0002-b76c-3136-343536373830,1008000,9415.140033,1960.000026,30000.0001,6468.902092,63711961.09,114,lm-61
RF,6216f418-0002-b76f-3136-343536373830,1008000,6099.999983,1986.143013,48000.03599,10376.37264,111317989.7,174,lm-61
RF,6216f418-0002-b772-3136-343536373830,1008000,6100.000001,847.382619,84000,14990.98885,659008245.2,132,lm-61
RF,6216f418-0002-b775-3136-343536373830,1007924.93,7887.285822,445.0000006,752435.9112,100946.7975,60939557183,42,lm-61
RF,6216f418-0002-b778-3136-343536373830,1007820.321,10603.99197,575.9548102,53160,20873.33345,532585685.9,12,lm-61
RF,6216f418-0002-b77b-3136-343536373830,1007772.5,10648.5795,10.05671704,20605.4242,10605.67457,56001367.54,30,lm-61
RF,6216f418-0002-b77e-3136-343536373830,1008179.679,10603.99197,575.9548102,53160,20873.33345,532585685.9,12,lm-61
RF,6216f418-0002-b781-3136-343536373830,1008227.5,10648.5795,10.05671711,20605.42419,10605.67457,56001367.54,30,lm-61
RF,6216f418-0002-b784-3136-343536373830,1007924.926,13055.30833,1156.466289,715701.8389,96027.05568,55132958203,42,lm-61
RF,6216f418-0002-b787-3136-343536373830,1007934.659,5399.999529,1515.899016,253899.4198,21251.27784,4541109855,72,lm-61
RF,6216f418-0002-b78a-3136-343536373830,1007934.654,6799.999529,1501.899016,250539.42,20971.27786,4421656935,72,lm-61
RF,6216f418-0002-b78d-3136-343536373830,1007934.65,7999.999529,1489.899016,247659.4198,20731.27784,4320535903,72,lm-61
RF,6216f418-0002-b790-3136-343536373830,1007934.647,9099.999529,1478.899016,245019.42,20511.27786,4228869208,72,lm-61
RF,6216f418-0002-b793-3136-343536373830,1007934.643,10199.99953,1467.899016,242379.4198,20291.27784,4138185390,72,lm-61
RF,6216f418-0002-b796-3136-343536373830,1007934.59,11399.99953,1573.877371,211184.6054,17691.70998,3141069973,72,lm-61
RF,6216f418-0002-b799-3136-343536373830,1007934.481,12599.99953,1734.831609,166795.5917,13992.62551,1958790294,72,lm-61
RF,6216f418-0002-b79c-3136-343536373830,1007934.293,13799.99953,1895.785847,122406.5781,10293.54104,1054385356,72,lm-61
RF,6216f418-0002-b79f-3136-343536373830,1007933.89,14999.99953,2056.740084,78017.56446,6594.456566,427855160.6,72,lm-61
RF,6216f418-0002-b7a2-3136-343536373830,1007942.5,10243.95075,2490.019988,1905750,672133.3333,7.63E+11,12,lm-61
IB,6216f418-0002-b7a5-3136-343536373830,1008000,14219.26259,2630.934899,1128651.218,11683.68586,12301045166,609,lm-61
RF,6216f418-0002-b7ac-3136-343536373830,1007925,5000.000003,444.9999721,56000,20466.66667,632435555.6,12,lm-61
RF,6216f418-0002-b7af-3136-343536373830,1014260.657,10596.20052,380.8727047,222291.8425,27605.27865,5063479270,45,lm-61
RF,6216f418-0002-b7b2-3136-343536373830,1014539.343,10596.20052,380.872706,222291.8434,27605.27875,5063479312,45,lm-61
RF,6216f418-0002-b7b5-3136-343536373830,1014400,7634.853885,1960.000011,30000.00062,6468.902489,63711871.58,114,lm-61
RF,6216f418-0002-b7b8-3136-343536373830,1014400,7165.14002,1960.000013,29999.99703,6468.902479,63711870.37,114,lm-61
RF,6216f418-0002-b7bb-3136-343536373830,1014400,9884.853883,1960.000017,30000.0001,6468.902376,63711892.63,114,lm-61
RF,6216f418-0002-b7be-3136-343536373830,1014400,9415.140033,1960.000026,30000.0001,6468.902092,63711961.09,114,lm-61
RF,6216f418-0002-b7c1-3136-343536373830,1014400,6099.999983,1986.143013,48000.03599,10376.37264,111317989.7,174,lm-61
RF,6216f418-0002-b7c4-3136-343536373830,1014400,6100.000001,847.382619,84000,14990.98885,659008245.2,132,lm-61
RF,6216f418-0002-b7c7-3136-343536373830,1014324.93,7887.285822,445.0000006,752435.9112,100946.7975,60939557183,42,lm-61
RF,6216f418-0002-b7ca-3136-343536373830,1014220.321,10603.99197,575.9548102,53160,20873.33345,532585685.9,12,lm-61
RF,6216f418-0002-b7cd-3136-343536373830,1014172.5,10648.5795,10.05671704,20605.4242,10605.67457,56001367.54,30,lm-61
RF,6216f418-0002-b7d0-3136-343536373830,1014579.679,10603.99197,575.9548102,53160,20873.33345,532585685.9,12,lm-61
RF,6216f418-0002-b7d3-3136-343536373830,1014627.5,10648.5795,10.05671711,20605.42419,10605.67457,56001367.54,30,lm-61
RF,6216f418-0002-b7d6-3136-343536373830,1014324.926,13055.30833,1156.466289,715701.8389,96027.05568,55132958203,42,lm-61
RF,6216f418-0002-b7d9-3136-343536373830,1014334.659,5399.999529,1515.899016,253899.4198,21251.27784,4541109855,72,lm-61
RF,6216f418-0002-b7dc-3136-343536373830,1014334.654,6799.999529,1501.899016,250539.42,20971.27786,4421656935,72,lm-61
RF,6216f418-0002-b7df-3136-343536373830,1014334.65,7999.999529,1489.899016,247659.4198,20731.27784,4320535903,72,lm-61
RF,6216f418-0002-b7e2-3136-343536373830,1014334.647,9099.999529,1478.899016,245019.42,20511.27786,4228869208,72,lm-61
RF,6216f418-0002-b7e5-3136-343536373830,1014334.643,10199.99953,1467.899016,242379.4198,20291.27784,4138185390,72,lm-61
RF,6216f418-0002-b7e8-3136-343536373830,1014334.59,11399.99953,1573.877371,211184.6054,17691.70998,3141069973,72,lm-61
RF,6216f418-0002-b7eb-3136-343536373830,1014334.481,12599.99953,1734.831609,166795.5917,13992.62551,1958790294,72,lm-61
RF,6216f418-0002-b7ee-3136-343536373830,1014334.293,13799.99953,1895.785847,122406.5781,10293.54104,1054385356,72,lm-61
RF,6216f418-0002-b7f1-3136-343536373830,1014333.89,14999.99953,2056.740084,78017.56446,6594.456566,427855160.6,72,lm-61
RF,6216f418-0002-b7f4-3136-343536373830,1014342.5,10243.95075,2490.019988,1905750,672133.3333,7.63E+11,12,lm-61
IB,6216f418-0002-b7f7-3136-343536373830,1014400,14219.26492,2630.935162,1128653.115,11683.70456,12301086515,609,lm-61
RF,6216f418-0002-b7fe-3136-343536373830,1014325,5000.000003,444.9999721,56000,20466.66667,632435555.6,12,lm-61
RF,6216f418-0002-b801-3136-343536373830,1017460.657,10596.20052,380.8727047,222291.8425,27605.27865,5063479270,45,lm-61
RF,6216f418-0002-b804-3136-343536373830,1017739.343,10596.20052,380.872706,222291.8434,27605.27875,5063479312,45,lm-61
RF,6216f418-0002-b807-3136-343536373830,1017600,7634.853885,1960.000011,30000.00062,6468.902489,63711871.58,114,lm-61
RF,6216f418-0002-b80a-3136-343536373830,1017600,7165.14002,1960.000013,29999.99703,6468.902479,63711870.37,114,lm-61
RF,6216f418-0002-b80d-3136-343536373830,1017600,9884.853883,1960.000017,30000.0001,6468.902376,63711892.63,114,lm-61
RF,6216f418-0002-b810-3136-343536373830,1017600,9415.140033,1960.000026,30000.0001,6468.902092,63711961.09,114,lm-61
RF,6216f418-0002-b813-3136-343536373830,1017600,6099.999983,1986.143013,48000.03599,10376.37264,111317989.7,174,lm-61
RF,6216f418-0002-b816-3136-343536373830,1017600,6100.000001,847.382619,84000,14990.98885,659008245.2,132,lm-61
RF,6216f418-0002-b819-3136-343536373830,1017524.93,7887.285822,445.0000006,752435.9112,100946.7975,60939557183,42,lm-61
RF,6216f418-0002-b81c-3136-343536373830,1017420.321,10603.99197,575.9548102,53160,20873.33345,532585685.9,12,lm-61
RF,6216f418-0002-b81f-3136-343536373830,1017372.5,10648.5795,10.05671704,20605.4242,10605.67457,56001367.54,30,lm-61
RF,6216f418-0002-b822-3136-343536373830,1017779.679,10603.99197,575.9548102,53160,20873.33345,532585685.9,12,lm-61
RF,6216f418-0002-b825-3136-343536373830,1017827.5,10648.5795,10.05671711,20605.42419,10605.67457,56001367.54,30,lm-61
RF,6216f418-0002-b828-3136-343536373830,1017524.926,13055.30833,1156.466289,715701.8389,96027.05568,55132958203,42,lm-61
RF,6216f418-0002-b82b-3136-343536373830,1017534.659,5399.999529,1515.899016,253899.4198,21251.27784,4541109855,72,lm-61
RF,6216f418-0002-b82e-3136-343536373830,1017534.654,6799.999529,1501.899016,250539.42,20971.27786,4421656935,72,lm-61
RF,6216f418-0002-b831-3136-343536373830,1017534.65,7999.999529,1489.899016,247659.4198,20731.27784,4320535903,72,lm-61
RF,6216f418-0002-b834-3136-343536373830,1017534.647,9099.999529,1478.899016,245019.42,20511.27786,4228869208,72,lm-61
RF,6216f418-0002-b837-3136-343536373830,1017534.643,10199.99953,1467.899016,242379.4198,20291.27784,4138185390,72,lm-61
RF,6216f418-0002-b83a-3136-343536373830,1017534.59,11399.99953,1573.877371,211184.6054,17691.70998,3141069973,72,lm-61
RF,6216f418-0002-b83d-3136-343536373830,1017534.481,12599.99953,1734.831609,166795.5917,13992.62551,1958790294,72,lm-61
RF,6216f418-0002-b840-3136-343536373830,1017534.293,13799.99953,1895.785847,122406.5781,10293.54104,1054385356,72,lm-61
RF,6216f418-0002-b843-3136-343536373830,1017533.89,14999.99953,2056.740084,78017.56446,6594.456566,427855160.6,72,lm-61
RF,6216f418-0002-b846-3136-343536373830,1017542.5,10243.95075,2490.019988,1905750,672133.3333,7.63E+11,12,lm-61
IB,6216f418-0002-b849-3136-343536373830,1017600,14219.26492,2630.935162,1128653.115,11683.70456,12301086515,609,lm-61
RF,6216f418-0002-b850-3136-343536373830,1017525,5000.000003,444.9999721,56000,20466.66667,632435555.6,12,lm-61
IB,6216f418-0002-b853-3136-343536373830,1011200,14219.26466,2630.935072,1128652.691,11683.70021,12301076902,609,lm-61
IR,6216f418-0002-b85e-3136-343536373830,1007943,-16804,2454.556078,627900,220862.6667,83013447854,12,lm-61
IR,6216f418-0002-b861-3136-343536373830,1015257,-16804,2454.556078,867900,305129.3333,1.59E+11,12,lm-61
IR,6216f418-0002-b864-3136-343536373830,1010158.786,-16804,2456.649787,35824.0427,8654.494639,211195203.6,21,lm-61
IR,6216f418-0002-b86b-3136-343536373830,1012241.214,-16803.99995,2456.647708,35826.94715,7081.224919,183897314.8,23,lm-61
IR,6216f418-0002-b872-3136-343536373830,1015257,16803.99641,2454.556078,867900,305129.3333,1.59E+11,12,lm-61
IR,6216f418-0002-b875-3136-343536373830,1010158.786,16803.99641,2456.649787,35824.0427,8654.494639,211195203.6,21,lm-61
IR,6216f418-0002-b87c-3136-343536373830,1012241.214,16803.99646,2456.647708,35826.94715,7081.224919,183897314.8,23,lm-61
OB,6216f418-0002-b883-3136-343536373830,1012000,-2.10E-08,-5.000000006,38400000,12852666.67,3.26E+14,12,lm-61
UR,6216f418-0002-b887-3136-343536373830,1012000,-2.07E-08,164.9599279,3173629.548,759160.1391,1.36E+12,72,lm-61
UR,6216f418-0002-b88a-3136-343536373830,1012000,1000,164.9599279,3173629.548,759160.1391,1.36E+12,72,lm-61
UR,6216f418-0002-b88d-3136-343536373830,1012000,-1000,164.9599279,3173629.548,759160.1391,1.36E+12,72,lm-61
CN,6216f418-0002-c1cb-3136-343536373830,1005600,2000.000147,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c1cf-3136-343536373830,1005850,2000.000157,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c1dc-3136-343536373830,1005600,3000.000147,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c1e0-3136-343536373830,1005850,3000.000157,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c1ed-3136-343536373830,1005600,4000.000147,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c1f1-3136-343536373830,1005850,4000.000157,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c1fe-3136-343536373830,1005600,5000.000147,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c202-3136-343536373830,1005850,5000.000157,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
CN,6216f418-0002-c20f-3136-343536373830,1005600,6000.000147,164.9598251,127977.2563,30965.84602,2197870967,72,lm-61
CN,6216f418-0002-c213-3136-343536373830,1005850,6000.000157,160.5233201,15481.39234,4587.297831,34538066.02,60,lm-61
